source_table,record_id,issue_type,original_value,corrected_value,action,reason
agents,AGT0000329,AGENT_ENTITY_CONSOLIDATION,AGT0000329,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000003,AGENT_ENTITY_CONSOLIDATION,AGT0000003,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000744,AGENT_ENTITY_CONSOLIDATION,AGT0000744,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000045,AGENT_ENTITY_CONSOLIDATION,AGT0000045,CAN_AGENT_55_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000669,AGENT_ENTITY_CONSOLIDATION,AGT0000669,CAN_AGENT_61_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000338,AGENT_ENTITY_CONSOLIDATION,AGT0000338,CAN_AGENT_72_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000487,AGENT_ENTITY_CONSOLIDATION,AGT0000487,CAN_AGENT_45_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000927,AGENT_ENTITY_CONSOLIDATION,AGT0000927,CAN_AGENT_29_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000548,AGENT_ENTITY_CONSOLIDATION,AGT0000548,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000487,AGENT_ENTITY_CONSOLIDATION,AGT0000487,CAN_AGENT_45_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000367,AGENT_ENTITY_CONSOLIDATION,AGT0000367,CAN_AGENT_69_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000247,AGENT_ENTITY_CONSOLIDATION,AGT0000247,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000681,AGENT_ENTITY_CONSOLIDATION,AGT0000681,CAN_AGENT_20_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000315,AGENT_ENTITY_CONSOLIDATION,AGT0000315,CAN_AGENT_65_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000662,AGENT_ENTITY_CONSOLIDATION,AGT0000662,CAN_AGENT_41_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000908,AGENT_ENTITY_CONSOLIDATION,AGT0000908,CAN_AGENT_62_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000461,AGENT_ENTITY_CONSOLIDATION,AGT0000461,CAN_AGENT_53_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000475,AGENT_ENTITY_CONSOLIDATION,AGT0000475,CAN_AGENT_42_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000124,AGENT_ENTITY_CONSOLIDATION,AGT0000124,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000610,AGENT_ENTITY_CONSOLIDATION,AGT0000610,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000667,AGENT_ENTITY_CONSOLIDATION,AGT0000667,CAN_AGENT_43_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000936,AGENT_ENTITY_CONSOLIDATION,AGT0000936,CAN_AGENT_71_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000230,AGENT_ENTITY_CONSOLIDATION,AGT0000230,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000145,AGENT_ENTITY_CONSOLIDATION,AGT0000145,CAN_AGENT_32_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000217,AGENT_ENTITY_CONSOLIDATION,AGT0000217,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000140,AGENT_ENTITY_CONSOLIDATION,AGT0000140,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000208,AGENT_ENTITY_CONSOLIDATION,AGT0000208,CAN_AGENT_61_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000855,AGENT_ENTITY_CONSOLIDATION,AGT0000855,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000425,AGENT_ENTITY_CONSOLIDATION,AGT0000425,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000735,AGENT_ENTITY_CONSOLIDATION,AGT0000735,CAN_AGENT_54_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000484,AGENT_ENTITY_CONSOLIDATION,AGT0000484,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000739,AGENT_ENTITY_CONSOLIDATION,AGT0000739,CAN_AGENT_29_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000736,AGENT_ENTITY_CONSOLIDATION,AGT0000736,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000806,AGENT_ENTITY_CONSOLIDATION,AGT0000806,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000791,AGENT_ENTITY_CONSOLIDATION,AGT0000791,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000633,AGENT_ENTITY_CONSOLIDATION,AGT0000633,CAN_AGENT_37_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000708,AGENT_ENTITY_CONSOLIDATION,AGT0000708,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000162,AGENT_ENTITY_CONSOLIDATION,AGT0000162,CAN_AGENT_25_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000250,AGENT_ENTITY_CONSOLIDATION,AGT0000250,CAN_AGENT_28_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000267,AGENT_ENTITY_CONSOLIDATION,AGT0000267,CAN_AGENT_39_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000154,AGENT_ENTITY_CONSOLIDATION,AGT0000154,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000767,AGENT_ENTITY_CONSOLIDATION,AGT0000767,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000646,AGENT_ENTITY_CONSOLIDATION,AGT0000646,CAN_AGENT_10_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000667,AGENT_ENTITY_CONSOLIDATION,AGT0000667,CAN_AGENT_43_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000253,AGENT_ENTITY_CONSOLIDATION,AGT0000253,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000230,AGENT_ENTITY_CONSOLIDATION,AGT0000230,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000602,AGENT_ENTITY_CONSOLIDATION,AGT0000602,CAN_AGENT_48_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000335,AGENT_ENTITY_CONSOLIDATION,AGT0000335,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000735,AGENT_ENTITY_CONSOLIDATION,AGT0000735,CAN_AGENT_54_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000149,AGENT_ENTITY_CONSOLIDATION,AGT0000149,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000996,AGENT_ENTITY_CONSOLIDATION,AGT0000996,CAN_AGENT_5_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000243,AGENT_ENTITY_CONSOLIDATION,AGT0000243,CAN_AGENT_75_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000092,AGENT_ENTITY_CONSOLIDATION,AGT0000092,CAN_AGENT_36_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000168,AGENT_ENTITY_CONSOLIDATION,AGT0000168,CAN_AGENT_69_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000860,AGENT_ENTITY_CONSOLIDATION,AGT0000860,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000069,AGENT_ENTITY_CONSOLIDATION,AGT0000069,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000717,AGENT_ENTITY_CONSOLIDATION,AGT0000717,CAN_AGENT_14_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000730,AGENT_ENTITY_CONSOLIDATION,AGT0000730,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000268,AGENT_ENTITY_CONSOLIDATION,AGT0000268,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000207,AGENT_ENTITY_CONSOLIDATION,AGT0000207,CAN_AGENT_45_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000887,AGENT_ENTITY_CONSOLIDATION,AGT0000887,CAN_AGENT_45_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000697,AGENT_ENTITY_CONSOLIDATION,AGT0000697,CAN_AGENT_54_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000851,AGENT_ENTITY_CONSOLIDATION,AGT0000851,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000029,AGENT_ENTITY_CONSOLIDATION,AGT0000029,CAN_AGENT_68_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000837,AGENT_ENTITY_CONSOLIDATION,AGT0000837,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000264,AGENT_ENTITY_CONSOLIDATION,AGT0000264,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000292,AGENT_ENTITY_CONSOLIDATION,AGT0000292,CAN_AGENT_51_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000693,AGENT_ENTITY_CONSOLIDATION,AGT0000693,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000551,AGENT_ENTITY_CONSOLIDATION,AGT0000551,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000487,AGENT_ENTITY_CONSOLIDATION,AGT0000487,CAN_AGENT_45_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000593,AGENT_ENTITY_CONSOLIDATION,AGT0000593,CAN_AGENT_23_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000168,AGENT_ENTITY_CONSOLIDATION,AGT0000168,CAN_AGENT_69_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000564,AGENT_ENTITY_CONSOLIDATION,AGT0000564,CAN_AGENT_66_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000194,AGENT_ENTITY_CONSOLIDATION,AGT0000194,CAN_AGENT_45_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000145,AGENT_ENTITY_CONSOLIDATION,AGT0000145,CAN_AGENT_32_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000870,AGENT_ENTITY_CONSOLIDATION,AGT0000870,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000872,AGENT_ENTITY_CONSOLIDATION,AGT0000872,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000228,AGENT_ENTITY_CONSOLIDATION,AGT0000228,CAN_AGENT_24_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000220,AGENT_ENTITY_CONSOLIDATION,AGT0000220,CAN_AGENT_4_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000606,AGENT_ENTITY_CONSOLIDATION,AGT0000606,CAN_AGENT_50_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000290,AGENT_ENTITY_CONSOLIDATION,AGT0000290,CAN_AGENT_43_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000571,AGENT_ENTITY_CONSOLIDATION,AGT0000571,CAN_AGENT_16_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000042,AGENT_ENTITY_CONSOLIDATION,AGT0000042,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000355,AGENT_ENTITY_CONSOLIDATION,AGT0000355,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000819,AGENT_ENTITY_CONSOLIDATION,AGT0000819,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000978,AGENT_ENTITY_CONSOLIDATION,AGT0000978,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000100,AGENT_ENTITY_CONSOLIDATION,AGT0000100,CAN_AGENT_57_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000553,AGENT_ENTITY_CONSOLIDATION,AGT0000553,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000791,AGENT_ENTITY_CONSOLIDATION,AGT0000791,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000591,AGENT_ENTITY_CONSOLIDATION,AGT0000591,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000275,AGENT_ENTITY_CONSOLIDATION,AGT0000275,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000063,AGENT_ENTITY_CONSOLIDATION,AGT0000063,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000475,AGENT_ENTITY_CONSOLIDATION,AGT0000475,CAN_AGENT_42_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000826,AGENT_ENTITY_CONSOLIDATION,AGT0000826,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000822,AGENT_ENTITY_CONSOLIDATION,AGT0000822,CAN_AGENT_54_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000904,AGENT_ENTITY_CONSOLIDATION,AGT0000904,CAN_AGENT_49_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000395,AGENT_ENTITY_CONSOLIDATION,AGT0000395,CAN_AGENT_35_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000651,AGENT_ENTITY_CONSOLIDATION,AGT0000651,CAN_AGENT_30_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000115,AGENT_ENTITY_CONSOLIDATION,AGT0000115,CAN_AGENT_73_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000239,AGENT_ENTITY_CONSOLIDATION,AGT0000239,CAN_AGENT_13_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000739,AGENT_ENTITY_CONSOLIDATION,AGT0000739,CAN_AGENT_29_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000303,AGENT_ENTITY_CONSOLIDATION,AGT0000303,CAN_AGENT_50_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000026,AGENT_ENTITY_CONSOLIDATION,AGT0000026,CAN_AGENT_58_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000994,AGENT_ENTITY_CONSOLIDATION,AGT0000994,CAN_AGENT_23_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000036,AGENT_ENTITY_CONSOLIDATION,AGT0000036,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000911,AGENT_ENTITY_CONSOLIDATION,AGT0000911,CAN_AGENT_12_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000443,AGENT_ENTITY_CONSOLIDATION,AGT0000443,CAN_AGENT_73_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000986,AGENT_ENTITY_CONSOLIDATION,AGT0000986,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000230,AGENT_ENTITY_CONSOLIDATION,AGT0000230,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000687,AGENT_ENTITY_CONSOLIDATION,AGT0000687,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000252,AGENT_ENTITY_CONSOLIDATION,AGT0000252,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000858,AGENT_ENTITY_CONSOLIDATION,AGT0000858,CAN_AGENT_74_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000997,AGENT_ENTITY_CONSOLIDATION,AGT0000997,CAN_AGENT_63_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000968,AGENT_ENTITY_CONSOLIDATION,AGT0000968,CAN_AGENT_75_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000288,AGENT_ENTITY_CONSOLIDATION,AGT0000288,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000378,AGENT_ENTITY_CONSOLIDATION,AGT0000378,CAN_AGENT_43_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000981,AGENT_ENTITY_CONSOLIDATION,AGT0000981,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000880,AGENT_ENTITY_CONSOLIDATION,AGT0000880,CAN_AGENT_69_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000974,AGENT_ENTITY_CONSOLIDATION,AGT0000974,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000800,AGENT_ENTITY_CONSOLIDATION,AGT0000800,CAN_AGENT_36_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000426,AGENT_ENTITY_CONSOLIDATION,AGT0000426,CAN_AGENT_47_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000916,AGENT_ENTITY_CONSOLIDATION,AGT0000916,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000591,AGENT_ENTITY_CONSOLIDATION,AGT0000591,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000836,AGENT_ENTITY_CONSOLIDATION,AGT0000836,CAN_AGENT_53_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000258,AGENT_ENTITY_CONSOLIDATION,AGT0000258,CAN_AGENT_72_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000594,AGENT_ENTITY_CONSOLIDATION,AGT0000594,CAN_AGENT_20_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000028,AGENT_ENTITY_CONSOLIDATION,AGT0000028,CAN_AGENT_56_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000154,AGENT_ENTITY_CONSOLIDATION,AGT0000154,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000125,AGENT_ENTITY_CONSOLIDATION,AGT0000125,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000387,AGENT_ENTITY_CONSOLIDATION,AGT0000387,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000249,AGENT_ENTITY_CONSOLIDATION,AGT0000249,CAN_AGENT_51_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000248,AGENT_ENTITY_CONSOLIDATION,AGT0000248,CAN_AGENT_53_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000639,AGENT_ENTITY_CONSOLIDATION,AGT0000639,CAN_AGENT_71_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000935,AGENT_ENTITY_CONSOLIDATION,AGT0000935,CAN_AGENT_63_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000129,AGENT_ENTITY_CONSOLIDATION,AGT0000129,CAN_AGENT_35_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000560,AGENT_ENTITY_CONSOLIDATION,AGT0000560,CAN_AGENT_53_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000174,AGENT_ENTITY_CONSOLIDATION,AGT0000174,CAN_AGENT_62_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000942,AGENT_ENTITY_CONSOLIDATION,AGT0000942,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000453,AGENT_ENTITY_CONSOLIDATION,AGT0000453,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000085,AGENT_ENTITY_CONSOLIDATION,AGT0000085,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000054,AGENT_ENTITY_CONSOLIDATION,AGT0000054,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000643,AGENT_ENTITY_CONSOLIDATION,AGT0000643,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000730,AGENT_ENTITY_CONSOLIDATION,AGT0000730,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000507,AGENT_ENTITY_CONSOLIDATION,AGT0000507,CAN_AGENT_32_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000765,AGENT_ENTITY_CONSOLIDATION,AGT0000765,CAN_AGENT_56_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000924,AGENT_ENTITY_CONSOLIDATION,AGT0000924,CAN_AGENT_49_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000945,AGENT_ENTITY_CONSOLIDATION,AGT0000945,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000619,AGENT_ENTITY_CONSOLIDATION,AGT0000619,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000410,AGENT_ENTITY_CONSOLIDATION,AGT0000410,CAN_AGENT_44_Rohan_Patel,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000754,AGENT_ENTITY_CONSOLIDATION,AGT0000754,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000606,AGENT_ENTITY_CONSOLIDATION,AGT0000606,CAN_AGENT_50_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000958,AGENT_ENTITY_CONSOLIDATION,AGT0000958,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000332,AGENT_ENTITY_CONSOLIDATION,AGT0000332,CAN_AGENT_25_Aarav_Sharma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000787,AGENT_ENTITY_CONSOLIDATION,AGT0000787,CAN_AGENT_50_Priya_Mehta,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000161,AGENT_ENTITY_CONSOLIDATION,AGT0000161,CAN_AGENT_16_Sneha_Das,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000750,AGENT_ENTITY_CONSOLIDATION,AGT0000750,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000498,AGENT_ENTITY_CONSOLIDATION,AGT0000498,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000132,AGENT_ENTITY_CONSOLIDATION,AGT0000132,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000280,AGENT_ENTITY_CONSOLIDATION,AGT0000280,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000273,AGENT_ENTITY_CONSOLIDATION,AGT0000273,CAN_AGENT_24_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000496,AGENT_ENTITY_CONSOLIDATION,AGT0000496,CAN_AGENT_70_Rahul_Verma,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000794,AGENT_ENTITY_CONSOLIDATION,AGT0000794,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000622,AGENT_ENTITY_CONSOLIDATION,AGT0000622,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000961,AGENT_ENTITY_CONSOLIDATION,AGT0000961,CAN_AGENT_30_Neha_Singh,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000059,AGENT_ENTITY_CONSOLIDATION,AGT0000059,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000468,AGENT_ENTITY_CONSOLIDATION,AGT0000468,CAN_AGENT_49_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000585,AGENT_ENTITY_CONSOLIDATION,AGT0000585,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000860,AGENT_ENTITY_CONSOLIDATION,AGT0000860,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000229,AGENT_ENTITY_CONSOLIDATION,AGT0000229,CAN_AGENT_44_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000688,AGENT_ENTITY_CONSOLIDATION,AGT0000688,CAN_AGENT_33_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000205,AGENT_ENTITY_CONSOLIDATION,AGT0000205,CAN_AGENT_67_Amit_Kumar,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000516,AGENT_ENTITY_CONSOLIDATION,AGT0000516,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000883,AGENT_ENTITY_CONSOLIDATION,AGT0000883,CAN_AGENT_56_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000048,AGENT_ENTITY_CONSOLIDATION,AGT0000048,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000559,AGENT_ENTITY_CONSOLIDATION,AGT0000559,CAN_AGENT_43_Vikram_Shah,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000997,AGENT_ENTITY_CONSOLIDATION,AGT0000997,CAN_AGENT_63_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000533,AGENT_ENTITY_CONSOLIDATION,AGT0000533,CAN_AGENT_53_Ananya_Rao,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000988,AGENT_ENTITY_CONSOLIDATION,AGT0000988,CAN_AGENT_30_Pooja_Nair,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000251,AGENT_ENTITY_CONSOLIDATION,AGT0000251,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
agents,AGT0000191,AGENT_ENTITY_CONSOLIDATION,AGT0000191,,CORRECTED,Mapped synthetic agent_id to canonical agent profile
